filename,head_top,r_ankle,r_knee,r_hip,l_hip,l_knee,l_ankle,r_wrist,r_elbow,r_shoulder,l_shoulder,l_elbow,l_wrist,head_rect_x1,head_rect_y1,head_rect_x2,head_rect_y2,joint_pos_head_top_x,joint_pos_head_top_y,joint_pos_r_ankle_x,joint_pos_r_ankle_y,joint_pos_r_knee_x,joint_pos_r_knee_y,joint_pos_r_hip_x,joint_pos_r_hip_y,joint_pos_l_hip_x,joint_pos_l_hip_y,joint_pos_l_knee_x,joint_pos_l_knee_y,joint_pos_l_ankle_x,joint_pos_l_ankle_y,joint_pos_r_wrist_x,joint_pos_r_wrist_y,joint_pos_r_elbow_x,joint_pos_r_elbow_y,joint_pos_r_shoulder_x,joint_pos_r_shoulder_y,joint_pos_l_shoulder_x,joint_pos_l_shoulder_y,joint_pos_l_elbow_x,joint_pos_l_elbow_y,joint_pos_l_wrist_x,joint_pos_l_wrist_y
017052412.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,538.0,101.0,618.0,213.0,563.4417,103.9049,679.0,637.0,663.0,528.0,639.0,374.0,748.0,369.0,727.0,532.0,727.0,666.0,495.0,354.0,526.0,310.0,553.0,217.0,636.0,220.0,616.0,329.0,529.0,353.0
094888554.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,848.0,327.0,901.0,389.0,873.2461,325.3977,836.0,666.0,841.0,595.0,830.0,500.0,900.0,515.0,895.0,593.0,912.0,691.0,775.0,457.0,817.0,441.0,844.0,390.0,907.0,404.0,898.0,460.0,862.0,504.0
030461377.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,504.0,145.0,575.0,240.0,564.9694,152.4766,409.0,642.0,425.0,535.0,410.0,402.0,498.0,398.0,519.0,505.0,517.0,619.0,346.0,378.0,370.0,296.0,452.0,228.0,563.0,255.0,632.0,318.0,728.0,304.0
003438852.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,312.0,65.0,360.0,128.0,333.1574,64.9469,349.0,393.0,298.0,350.0,318.0,236.0,355.0,231.0,354.0,351.0,363.0,441.0,305.0,103.0,275.0,158.0,312.0,145.0,370.0,159.0,377.0,223.0,398.0,276.0
003438852.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,582.0,161.0,621.0,218.0,598.5089,162.0363,577.0,467.0,556.0,403.0,624.0,311.0,578.0,313.0,585.0,415.0,608.0,470.0,624.0,361.0,630.0,289.0,636.0,238.0,577.0,241.0,547.0,286.0,522.0,329.0
003438852.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,834.0,155.0,884.0,225.0,875.0608,159.5689,794.0,490.0,797.0,412.0,805.0,301.0,859.0,294.0,863.0,416.0,857.0,496.0,880.0,207.0,851.0,244.0,809.0,222.0,871.0,230.0,871.0,286.0,870.0,335.0
052006802.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,339.0,175.0,371.0,204.0,347.4637,173.9564,306.0,358.0,331.0,320.0,324.0,260.0,341.0,268.0,351.0,320.0,326.0,355.0,352.0,155.0,347.0,180.0,365.0,206.0,361.0,206.0,389.0,176.0,385.0,162.0
052006802.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,488.0,177.0,521.0,213.0,497.6409,176.7092,510.0,366.0,499.0,317.0,507.0,267.0,533.0,266.0,525.0,318.0,537.0,365.0,466.0,166.0,476.0,188.0,493.0,207.0,524.0,206.0,530.0,175.0,524.0,159.0
018485446.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,986.0,28.0,1195.0,300.0,1091.4355,26.7939,1087.0,973.0,657.0,915.0,963.0,802.0,1241.0,812.0,1403.0,909.0,1041.0,910.0,984.0,841.0,906.0,700.0,908.0,397.0,1270.0,371.0,1271.0,742.0,1316.0,555.0
077513282.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,429.0,0.0,510.0,92.0,492.7211,2.8169,369.0,474.0,406.0,397.0,406.0,254.0,471.0,252.0,461.0,386.0,448.0,470.0,489.0,139.0,432.0,193.0,404.0,97.0,477.0,100.0,496.0,186.0,533.0,246.0
077224477.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,246.0,1.0,318.0,83.0,275.6289,-1.182,248.0,405.0,237.0,322.0,246.0,239.0,322.0,232.0,307.0,340.0,310.0,408.0,233.0,254.0,235.0,187.0,242.0,109.0,340.0,97.0,359.0,165.0,338.0,223.0
086310343.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,715.0,72.0,846.0,235.0,765.6241,71.1865,789.0,647.0,620.0,567.0,750.0,483.0,918.0,490.0,776.0,541.0,879.0,675.0,514.0,541.0,618.0,417.0,708.0,282.0,897.0,274.0,984.0,464.0,982.0,594.0
062329813.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,547.0,118.0,640.0,204.0,585.8965,110.9062,589.0,566.0,571.0,486.0,555.0,357.0,613.0,360.0,621.0,485.0,647.0,567.0,534.0,275.0,549.0,302.0,550.0,219.0,654.0,214.0,673.0,299.0,659.0,297.0
062329813.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,373.0,105.0,456.0,213.0,426.6085,105.8788,349.0,653.0,390.0,519.0,375.0,379.0,452.0,373.0,428.0,511.0,407.0,647.0,381.0,412.0,354.0,333.0,352.0,230.0,446.0,224.0,461.0,312.0,475.0,393.0
072960618.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,345.0,65.0,394.0,133.0,366.434,65.6144,340.0,475.0,341.0,385.0,329.0,283.0,409.0,296.0,394.0,382.0,401.0,475.0,319.0,215.0,292.0,223.0,325.0,151.0,422.0,144.0,446.0,228.0,458.0,299.0
088721274.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,270.0,160.0,319.0,220.0,277.4991,164.0938,293.0,375.0,295.0,322.0,293.0,269.0,345.0,255.0,320.0,317.0,321.0,390.0,271.0,256.0,268.0,230.0,270.0,208.0,340.0,204.0,354.0,241.0,333.0,286.0
088721274.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,370.0,162.0,420.0,216.0,377.8899,165.0458,409.0,380.0,418.0,321.0,417.0,262.0,463.0,252.0,455.0,317.0,452.0,399.0,381.0,314.0,385.0,259.0,372.0,216.0,438.0,189.0,472.0,238.0,451.0,287.0
088721274.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,530.0,107.0,571.0,157.0,549.9379,106.1418,532.0,390.0,533.0,323.0,532.0,257.0,586.0,250.0,592.0,321.0,597.0,388.0,517.0,255.0,502.0,209.0,514.0,159.0,588.0,150.0,614.0,209.0,593.0,252.0
088721274.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,671.0,82.0,721.0,139.0,692.7109,80.35,642.0,383.0,656.0,312.0,667.0,225.0,731.0,224.0,731.0,314.0,723.0,384.0,645.0,223.0,636.0,179.0,662.0,139.0,736.0,136.0,761.0,174.0,750.0,213.0
047221493.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,217.0,118.0,269.0,182.0,266.3238,126.6762,112.0,394.0,117.0,297.0,99.0,206.0,156.0,233.0,174.0,298.0,181.0,391.0,125.0,273.0,152.0,225.0,197.0,169.0,231.0,188.0,202.0,234.0,178.0,272.0
047221493.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,433.0,9.0,483.0,73.0,460.161,8.5856,446.0,369.0,433.0,296.0,434.0,209.0,485.0,205.0,508.0,282.0,531.0,366.0,414.0,168.0,372.0,135.0,413.0,86.0,497.0,86.0,528.0,129.0,507.0,174.0
071324479.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,188.0,33.0,226.0,96.0,210.4892,35.2783,169.0,358.0,172.0,282.0,170.0,190.0,224.0,192.0,227.0,277.0,228.0,352.0,220.0,140.0,162.0,145.0,162.0,97.0,243.0,99.0,240.0,142.0,194.0,130.0
071324479.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,443.0,77.0,491.0,145.0,467.0,77.7062,424.0,355.0,437.0,275.0,446.0,199.0,499.0,196.0,514.0,273.0,527.0,355.0,434.0,238.0,426.0,185.0,429.0,128.0,505.0,126.0,514.0,186.0,506.0,235.0
071324479.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,543.0,22.0,603.0,87.0,548.7493,28.7337,611.0,362.0,587.0,272.0,595.0,183.0,646.0,185.0,631.0,276.0,623.0,365.0,585.0,120.0,561.0,143.0,565.0,85.0,629.0,75.0,636.0,145.0,586.0,115.0
076078505.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,1203.0,132.0,1300.0,263.0,1258.0185,132.6254,1183.0,822.0,1195.0,610.0,1201.0,559.0,1309.0,568.0,1403.0,641.0,1277.0,820.0,1167.0,555.0,1115.0,437.0,1139.0,297.0,1342.0,307.0,1376.0,461.0,1389.0,566.0
042754102.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,642.0,211.0,686.0,266.0,664.7315,210.3358,674.0,492.0,671.0,427.0,673.0,370.0,628.0,362.0,617.0,422.0,603.0,480.0,697.0,367.0,696.0,329.0,693.0,281.0,633.0,273.0,619.0,322.0,606.0,357.0
063641041.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,652.0,174.0,674.0,199.0,663.8576,173.207,630.0,287.0,639.0,265.0,645.0,238.0,664.0,239.0,658.0,266.0,649.0,291.0,636.0,236.0,640.0,219.0,647.0,200.0,677.0,203.0,677.0,216.0,675.0,227.0
031435598.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,844.0,335.0,868.0,368.0,854.672,335.2323,873.0,526.0,873.0,485.0,874.0,427.0,844.0,426.0,845.0,482.0,844.0,526.0,891.0,440.0,895.0,416.0,881.0,374.0,834.0,377.0,824.0,413.0,823.0,443.0
090756647.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,1293.0,228.0,1365.0,321.0,1326.426,227.525,1437.0,624.0,1381.0,547.0,1319.0,455.0,1395.0,428.0,1452.0,533.0,1499.0,620.0,1225.0,402.0,1232.0,374.0,1268.0,318.0,1393.0,304.0,1442.0,332.0,1496.0,358.0
024929223.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,589.0,288.0,705.0,428.0,625.6125,288.4907,230.0,930.0,354.0,784.0,500.0,630.0,642.0,681.0,474.0,802.0,373.0,936.0,314.0,443.0,429.0,415.0,563.0,370.0,762.0,450.0,824.0,603.0,805.0,689.0
041038292.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,868.0,202.0,963.0,321.0,908.4943,200.9964,829.0,825.0,859.0,686.0,891.0,514.0,988.0,515.0,1007.0,696.0,984.0,823.0,770.0,471.0,791.0,395.0,838.0,315.0,1003.0,302.0,1047.0,436.0,1019.0,549.0
075555114.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,737.0,102.0,823.0,228.0,814.993,115.0099,736.0,646.0,752.0,484.0,681.0,370.0,783.0,368.0,856.0,485.0,853.0,650.0,601.0,306.0,600.0,265.0,673.0,195.0,831.0,215.0,889.0,294.0,966.0,353.0
080812038.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,613.0,49.0,725.0,200.0,717.0,72.0,436.0,475.0,488.0,430.0,445.0,337.0,501.0,333.0,471.0,400.0,489.0,476.0,582.0,180.0,514.0,285.0,530.0,385.0,598.0,204.0,596.0,282.0,596.0,365.0
087146059.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,564.0,305.0,583.0,328.0,572.0782,304.6519,566.0,423.0,567.0,391.0,570.0,362.0,589.0,369.0,592.0,394.0,592.0,418.0,565.0,361.0,563.0,351.0,564.0,329.0,586.0,329.0,596.0,355.0,582.0,367.0
089255900.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,308.0,122.0,345.0,158.0,335.4473,121.3896,247.0,328.0,255.0,282.0,280.0,220.0,316.0,232.0,293.0,275.0,287.0,336.0,255.0,230.0,252.0,185.0,284.0,156.0,344.0,176.0,353.0,215.0,346.0,246.0
033761517.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,1209.0,109.0,1321.0,269.0,1264.3597,110.8807,1142.0,1074.0,1168.0,897.0,1193.0,657.0,1331.0,657.0,1343.0,885.0,1358.0,1072.0,1100.0,676.0,1110.0,513.0,1144.0,317.0,1387.0,305.0,1426.0,508.0,1443.0,666.0
033761517.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,1647.0,110.0,1726.0,231.0,1692.2788,112.9872,1585.0,831.0,1602.0,634.0,1592.0,468.0,1736.0,506.0,1724.0,674.0,1691.0,826.0,1566.0,511.0,1568.0,386.0,1583.0,282.0,1768.0,268.0,1775.0,383.0,1785.0,487.0
094290970.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,638.0,450.0,726.0,572.0,674.7286,451.2706,313.0,951.0,501.0,848.0,614.0,742.0,737.0,754.0,799.0,824.0,773.0,941.0,669.0,723.0,580.0,776.0,592.0,629.0,799.0,622.0,828.0,742.0,734.0,715.0
032320293.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,1160.0,83.0,1317.0,230.0,1218.2879,72.8773,1200.0,913.0,1196.0,734.0,1191.0,507.0,1301.0,508.0,1307.0,744.0,1294.0,874.0,1147.0,516.0,1124.0,391.0,1157.0,266.0,1371.0,257.0,1408.0,408.0,1330.0,518.0
032320293.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,587.0,123.0,687.0,253.0,628.4231,122.9582,691.0,885.0,660.0,709.0,622.0,502.0,723.0,500.0,723.0,702.0,739.0,897.0,562.0,510.0,563.0,411.0,563.0,282.0,734.0,276.0,810.0,382.0,746.0,476.0
051879062.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,347.0,328.0,438.0,440.0,377.9124,328.1502,403.0,925.0,335.0,802.0,359.0,605.0,535.0,595.0,554.0,800.0,598.0,929.0,280.0,518.0,285.0,590.0,311.0,441.0,509.0,460.0,499.0,631.0,415.0,554.0
051879062.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,1084.0,90.0,1160.0,216.0,1120.529,94.1599,1026.0,795.0,1053.0,610.0,1043.0,480.0,1185.0,468.0,1211.0,605.0,1214.0,780.0,1009.0,374.0,978.0,309.0,1026.0,232.0,1221.0,234.0,1252.0,345.0,1170.0,374.0
051879062.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,1616.0,169.0,1686.0,267.0,1666.0083,172.2246,1461.0,696.0,1508.0,591.0,1544.0,456.0,1641.0,459.0,1647.0,587.0,1651.0,715.0,1527.0,347.0,1497.0,347.0,1557.0,281.0,1705.0,277.0,1739.0,358.0,1705.0,371.0
070301896.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,841.0,19.0,981.0,205.0,870.0,28.0,956.0,956.0,813.0,706.0,997.0,517.0,1186.0,519.0,1000.0,752.0,1084.0,1053.0,873.0,485.0,896.0,392.0,848.0,262.0,1096.0,215.0,1226.0,429.0,1049.0,572.0
097178208.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,121.0,276.0,181.0,347.0,142.9945,275.1892,88.0,611.0,122.0,600.0,126.0,517.0,215.0,503.0,245.0,577.0,234.0,666.0,62.0,202.0,86.0,282.0,113.0,378.0,217.0,372.0,228.0,289.0,228.0,211.0
097178208.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,524.0,303.0,607.0,390.0,565.958,298.4056,442.0,687.0,503.0,716.0,543.0,579.0,624.0,590.0,657.0,622.0,669.0,767.0,445.0,221.0,463.0,335.0,507.0,400.0,622.0,398.0,678.0,335.0,716.0,234.0
097178208.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,1121.0,367.0,1212.0,462.0,1176.0457,362.7522,927.0,744.0,1018.0,790.0,1114.0,658.0,1177.0,677.0,1261.0,715.0,1232.0,865.0,1129.0,275.0,1112.0,374.0,1105.0,472.0,1208.0,460.0,1276.0,376.0,1316.0,275.0
030087831.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,719.0,5.0,824.0,95.0,789.6238,-2.264,940.0,606.0,879.0,418.0,752.0,322.0,679.0,292.0,818.0,482.0,803.0,573.0,889.0,330.0,788.0,236.0,712.0,112.0,788.0,112.0,864.0,168.0,960.0,206.0
027864646.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,423.0,269.0,521.0,375.0,491.0,267.0,21.0,527.0,257.0,483.0,363.0,509.0,482.0,546.0,285.0,497.0,125.0,501.0,432.0,158.0,366.0,262.0,397.0,374.0,509.0,378.0,538.0,283.0,519.0,164.0
014489487.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,903.0,171.0,998.0,309.0,1005.7694,202.101,534.0,458.0,666.0,564.0,847.0,434.0,895.0,480.0,880.0,694.0,847.0,872.0,724.0,422.0,760.0,309.0,859.0,258.0,1006.0,246.0,1116.0,232.0,1222.0,217.0
023763754.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,697.0,347.0,747.0,410.0,704.1542,351.7312,888.0,559.0,864.0,599.0,831.0,485.0,763.0,511.0,768.0,601.0,776.0,684.0,869.0,492.0,826.0,452.0,794.0,423.0,715.0,432.0,696.0,458.0,686.0,485.0
023763754.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,462.0,317.0,490.0,351.0,477.9456,316.4896,455.0,493.0,453.0,463.0,459.0,426.0,487.0,425.0,482.0,475.0,487.0,494.0,469.0,399.0,448.0,385.0,450.0,362.0,495.0,360.0,505.0,376.0,478.0,408.0
023763754.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,220.0,305.0,253.0,341.0,233.1685,303.7516,186.0,512.0,215.0,465.0,219.0,406.0,262.0,403.0,259.0,466.0,266.0,518.0,199.0,422.0,190.0,390.0,214.0,349.0,268.0,348.0,283.0,377.0,300.0,401.0
004077514.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,142.0,26.0,197.0,100.0,183.0,28.0,175.0,259.0,96.0,174.0,136.0,187.0,180.0,196.0,174.0,323.0,188.0,412.0,59.0,192.0,65.0,144.0,110.0,94.0,192.0,104.0,219.0,153.0,248.0,191.0
022649578.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,267.0,43.0,304.0,100.0,285.1802,44.3195,277.0,388.0,264.0,294.0,264.0,204.0,315.0,203.0,301.0,296.0,310.0,388.0,245.0,197.0,253.0,163.0,257.0,120.0,315.0,108.0,336.0,153.0,339.0,194.0
038673535.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,429.0,7.0,484.0,65.0,463.9728,4.9131,396.0,428.0,411.0,339.0,412.0,206.0,494.0,203.0,488.0,337.0,494.0,432.0,453.0,152.0,395.0,173.0,395.0,88.0,493.0,87.0,517.0,157.0,518.0,224.0
093672999.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,416.0,2.0,471.0,67.0,445.8549,0.52273,344.0,424.0,384.0,338.0,397.0,198.0,475.0,198.0,472.0,330.0,475.0,432.0,373.0,190.0,339.0,142.0,392.0,87.0,487.0,83.0,531.0,141.0,498.0,185.0
013752094.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,412.0,86.0,450.0,141.0,436.8008,87.3965,383.0,392.0,386.0,326.0,384.0,247.0,426.0,245.0,440.0,335.0,424.0,389.0,366.0,239.0,357.0,198.0,392.0,136.0,459.0,136.0,467.0,189.0,475.0,223.0
011347352.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,719.0,51.0,763.0,111.0,717.5759,62.6405,827.0,368.0,813.0,287.0,822.0,235.0,751.0,237.0,760.0,315.0,761.0,381.0,835.0,186.0,845.0,158.0,809.0,106.0,747.0,114.0,728.0,186.0,705.0,235.0
065761289.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,843.0,151.0,935.0,265.0,879.6904,150.1473,828.0,813.0,841.0,664.0,856.0,483.0,954.0,485.0,942.0,679.0,930.0,854.0,647.0,347.0,760.0,340.0,837.0,296.0,969.0,294.0,1001.0,381.0,1006.0,434.0
065761289.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,1149.0,369.0,1229.0,455.0,1197.283,365.7534,1086.0,858.0,1119.0,745.0,1121.0,614.0,1196.0,623.0,1169.0,777.0,1173.0,890.0,1026.0,470.0,1086.0,493.0,1131.0,467.0,1223.0,490.0,1234.0,537.0,1260.0,515.0
056830860.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,927.0,139.0,1027.0,241.0,956.8077,136.5499,965.0,821.0,931.0,675.0,979.0,473.0,1063.0,471.0,1073.0,653.0,1116.0,829.0,919.0,413.0,960.0,388.0,964.0,285.0,1058.0,275.0,1046.0,397.0,908.0,402.0
009367477.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,818.0,280.0,884.0,337.0,843.0597,274.5331,846.0,622.0,832.0,540.0,840.0,446.0,882.0,444.0,882.0,534.0,886.0,629.0,816.0,379.0,813.0,413.0,833.0,360.0,887.0,333.0,931.0,315.0,979.0,281.0
009367477.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,671.0,300.0,720.0,359.0,706.5126,300.8671,699.0,621.0,728.0,544.0,682.0,471.0,619.0,470.0,629.0,561.0,606.0,627.0,803.0,401.0,757.0,423.0,712.0,383.0,644.0,366.0,587.0,360.0,543.0,339.0
009367477.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,435.0,322.0,486.0,371.0,455.7639,318.6093,456.0,580.0,456.0,520.0,454.0,452.0,480.0,448.0,485.0,518.0,490.0,582.0,421.0,378.0,432.0,391.0,441.0,375.0,488.0,371.0,524.0,383.0,561.0,392.0
009367477.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,327.0,351.0,365.0,388.0,349.9334,348.6527,372.0,583.0,365.0,531.0,352.0,458.0,321.0,457.0,323.0,534.0,318.0,584.0,415.0,378.0,398.0,409.0,360.0,400.0,322.0,391.0,296.0,375.0,276.0,341.0
036771580.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,488.0,173.0,590.0,278.0,533.9637,167.1624,582.0,761.0,520.0,644.0,526.0,457.0,595.0,452.0,579.0,636.0,648.0,751.0,343.0,401.0,430.0,363.0,509.0,300.0,580.0,289.0,570.0,343.0,555.0,399.0
026520237.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,279.0,95.0,306.0,125.0,290.7555,93.9502,325.0,291.0,331.0,243.0,316.0,185.0,283.0,188.0,286.0,245.0,290.0,297.0,317.0,80.0,320.0,107.0,317.0,131.0,273.0,134.0,261.0,134.0,265.0,97.0
097301055.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,146.0,111.0,185.0,147.0,159.6268,108.5984,166.0,345.0,180.0,294.0,192.0,230.0,156.0,228.0,139.0,271.0,123.0,311.0,231.0,174.0,222.0,180.0,197.0,159.0,152.0,164.0,112.0,192.0,88.0,191.0
057690388.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,747.0,116.0,847.0,231.0,772.0106,117.8985,750.0,647.0,767.0,504.0,759.0,331.0,883.0,332.0,879.0,505.0,854.0,652.0,674.0,443.0,699.0,339.0,728.0,222.0,905.0,213.0,920.0,316.0,896.0,413.0
093615477.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,656.0,73.0,739.0,200.0,683.5052,77.4489,475.0,588.0,511.0,399.0,666.0,375.0,740.0,411.0,555.0,456.0,503.0,637.0,568.0,361.0,650.0,327.0,660.0,216.0,775.0,229.0,753.0,384.0,634.0,422.0
080936116.jpg,0,1,1,1,1,1,1,1,1,1,1,1,1,418.0,417.0,448.0,451.0,435.2496,416.0028,437.0,588.0,444.0,543.0,420.0,511.0,399.0,505.0,392.0,536.0,378.0,579.0,449.0,519.0,457.0,497.0,447.0,464.0,412.0,451.0,383.0,473.0,391.0,503.0
